RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
7735,89520779,Lucciano,761,China,Male,60,8,56081.2,2,0,0,120896.75,0
7736,55439321,Watson,461,Austrelia,Female,41,10,6834.05,3,1,1,196186.13,1
7737,82199156,Clements,617,America,Male,21,7,238756.17,2,1,1,187102.38,1
7738,35453634,Clarke,578,USA,Male,31,9,223073.95,3,1,0,59025.3,0
7739,39778101,Yen,642,Germany,Female,68,0,143680.93,3,1,1,219871.33,1
7740,75850927,Lorenzo,423,USA,Male,62,10,119198.19,2,1,0,37357.74,0
7741,44640904,Lopez,330,France,Male,49,2,243402.95,1,1,1,239723.3,1
7742,79789719,Chin,639,France,Male,48,1,16841.71,2,1,1,79868.51,1
7743,24397479,Clarke,369,India,Male,33,0,34517.44,2,0,0,32706.35,1
7744,54607504,Anderson,726,Germany,Female,30,4,175372.61,3,1,0,243608.73,1
7745,44303722,Hernandez,792,USA,Male,29,3,215409.69,3,0,0,197708.94,0
7746,74822077,Williams,490,India,Female,37,4,242458.36,1,1,0,246134.09,0
7747,47044833,Martin,806,America,Female,79,8,203919.17,4,1,1,64392.59,0
7748,41802324,Hao,717,China,Female,62,6,9429.71,4,0,0,49451.97,1
7749,54030911,Henderson,716,Austrelia,Female,36,2,241321.89,1,1,1,171517.07,0
7750,18367952,Lombardo,358,America,Male,83,4,41362.28,3,0,1,35135.34,0
7751,67506355,Henderson,764,Austrelia,Male,33,0,841.41,2,0,1,207220.06,0
7752,65151764,Bartlett,480,India,Female,53,0,64734.06,4,1,1,144858.93,1
7753,93096912,Mosman,323,USA,Male,77,5,115208.38,4,1,1,178792.63,0
7754,43617968,He,407,Germany,Male,69,2,55787.63,3,0,0,159636.59,0
7755,16313675,Gerasimov,315,USA,Female,49,8,62450.8,2,0,0,244884.8,0
7756,74307228,Hernandez,409,China,Male,88,7,94221.1,4,0,1,6.02,0
7757,35901682,Gerasimov,796,Austrelia,Male,76,10,120867.06,4,0,1,56024.81,0
7758,87437946,Mitchell,516,France,Male,54,0,191764.92,3,1,1,198655.56,0
7759,24831525,Maggard,821,America,Male,43,8,17303.28,2,1,0,88450.37,0
7760,18490694,Muldrow,733,China,Female,35,10,22304.01,4,0,0,98314.22,1
7761,34583889,Maclean,549,Germany,Male,80,9,80629.59,2,1,0,150524.64,0
7762,85688718,Henderson,778,China,Male,81,10,173943.77,1,0,1,35437.67,1
7763,49050184,Clements,786,Spain,Male,29,1,54940.19,1,1,0,158608.36,1
7764,95440967,Yen,676,India,Male,32,7,236458.32,3,0,1,231321.96,0
7765,56341926,Boni,358,India,Female,56,4,80445.02,3,1,1,31474.83,1
7766,60708593,Chu,676,China,Female,90,4,97286.35,2,0,1,110888.23,1
7767,28744403,Smith,454,Austrelia,Female,37,7,118944.19,4,1,1,202626.21,1
7768,71257993,Chu,328,Germany,Male,24,1,128493.77,2,0,1,90531.36,1
7769,18578592,Young,757,Germany,Male,56,6,21383.57,4,1,0,111604.65,0
7770,78748759,Young,799,America,Female,50,8,186247.67,1,0,0,189154.95,0
7771,93829268,Scott,637,Austrelia,Female,35,1,30471.47,1,0,1,95545.21,1
7772,50418655,Martin,743,China,Male,61,7,122546.79,2,0,1,29258.82,0
7773,94537151,Moore,629,China,Female,43,5,223381.42,3,1,0,212083.02,0
7774,85692348,Williams,534,Germany,Male,44,7,134261.81,2,1,1,155395.7,1
7775,59822078,Kay,355,France,Male,78,8,48229.96,1,0,1,213881.29,0
7776,29928671,Sanderson,783,France,Female,41,0,18452.76,1,0,0,49331.41,0
7777,30012457,Clements,764,Austrelia,Female,24,9,222952.1,3,1,1,223777.49,0
7778,66749546,Goforth,667,Austrelia,Male,73,6,34968.18,2,1,1,144014.22,1
7779,27780623,Boni,668,China,Female,87,3,119531.53,2,0,1,103051.42,1
7780,43626262,Clarke,554,India,Female,81,1,87457.72,2,0,1,68053.89,0
7781,53832928,Andrews,435,Spain,Male,43,8,57313.02,2,0,0,61166.06,1
7782,19963240,Martinez,348,USA,Female,90,7,164059.58,4,1,0,28633.81,1
7783,85912163,He,730,USA,Female,77,10,31873.18,3,0,0,141092.47,1
7784,25064015,Onio,373,Austrelia,Female,41,9,240179.7,1,1,1,82041.48,0
7785,50261909,Chin,587,Germany,Female,72,8,98602.88,2,1,1,51034.56,1
7786,80591027,Obinna,797,America,Female,77,7,88568.72,3,0,1,172836.98,0
7787,60635304,Romeo,639,Germany,Female,84,1,206774.53,2,1,0,121159.74,1
7788,85237036,Lorenzo,723,Germany,Female,28,4,89245.79,4,0,0,155295.61,1
7789,83138453,Hao,843,America,Male,37,7,60195.76,1,0,1,211649.14,0
7790,47338047,Anderson,431,Spain,Male,77,5,198135.52,4,0,1,62575.08,1
7791,30711264,Davis,418,USA,Female,80,2,116574.81,1,0,0,154129.96,0
7792,65034540,Onio,611,USA,Female,18,2,34144.1,1,0,0,198150,1
7793,88593092,Obinna,338,America,Female,45,2,142531.48,2,0,0,189826.39,1
7794,25803674,Hernandez,777,Spain,Male,86,10,169695.94,2,1,0,132847.36,1
7795,77039012,Jones,768,America,Male,59,5,6167.27,1,0,1,58754.87,0
7796,51990423,Martin,532,USA,Female,43,1,114716.76,4,0,0,29138.9,0
7797,79079971,McDonald,789,China,Female,55,5,214018.23,3,1,0,239758.25,1
7798,41970420,Nehi,664,America,Male,72,4,181798.1,3,1,1,182159.27,0
7799,65653979,Johnson,418,France,Female,67,4,143701.5,4,1,0,36769.87,0
7800,51151396,Lorenzo,684,America,Female,78,10,179724.73,2,1,0,202279.82,0
7801,21820140,Obinna,356,Austrelia,Female,20,0,64494.69,3,1,1,56090.36,1
7802,65244264,McWilliams,531,India,Female,37,3,87385.45,1,1,1,31339.66,1
7803,87038958,Kay,310,Spain,Female,18,7,64747.49,3,0,1,52953.35,1
7804,92448049,Maggard,792,America,Female,34,4,84023.83,3,0,0,142228.77,0
7805,95456939,Maclean,813,India,Male,75,7,50993.66,4,0,1,34756.09,0
7806,19841587,Armstrong,320,France,Male,28,1,93497.79,3,0,0,55361.06,0
7807,55748722,Rodriguez,644,China,Female,68,7,40304.85,4,0,1,2295.95,0
7808,41541162,Bartlett,318,Germany,Female,45,0,229742.11,4,0,1,94327.54,1
7809,20113047,Gerasimov,736,France,Male,87,10,193471.61,3,0,0,160650.31,1
7810,34231407,Lombardo,669,Germany,Male,82,1,90351.26,4,0,0,17288.02,0
7811,23699144,Chu,608,Germany,Male,69,0,165958.63,3,0,1,7094.98,1
7812,56840609,Lopez,391,Germany,Female,58,5,195346.91,2,0,1,23430.6,0
7813,93260648,Tyler,619,Spain,Male,42,1,11574.08,4,0,0,48439.17,1
7814,65777509,Maclean,628,Austrelia,Female,65,8,223429.19,1,0,0,133938.28,0
7815,75663000,Hernandez,388,Austrelia,Male,52,10,63816.46,1,1,1,109058.35,1
7816,58749397,McWilliams,587,India,Male,19,6,33419.89,3,1,0,142396.94,0
7817,41386252,McDonald,767,Germany,Male,77,0,165897.47,3,0,1,57394.76,1
7818,62237903,Muldrow,810,France,Male,27,9,41640.4,1,0,1,86077.18,1
7819,96203545,Lombardo,456,America,Male,54,2,79678.8,2,1,0,135575.83,0
7820,39208603,Wilson,446,Spain,Female,87,5,171646.27,4,0,0,29090.18,1
7821,57273308,Mosman,612,America,Female,62,9,101385.02,4,1,0,133436.71,0
7822,80486478,Maggard,570,China,Female,44,7,219809.19,4,0,1,72300.36,0
7823,75748653,Bearce,492,France,Male,20,1,21279.26,3,0,0,165471.22,0
7824,80473021,Kay,506,America,Male,39,0,195619.26,3,0,0,214712.6,0
7825,30235612,Hao,696,Germany,Female,63,10,55731.85,1,0,1,164086.97,0
7826,48581324,Tyler,790,India,Male,89,7,102296.46,1,1,1,195110.21,0
7827,30763173,Watson,807,Germany,Female,39,8,198803.29,1,1,0,35697.92,1
7828,30243175,Hsiao,342,Germany,Female,68,1,35220.09,2,0,0,141030.01,1
7829,51818293,Smith,499,India,Female,23,6,77627.84,4,0,0,35924.1,1
7830,90410176,He,768,India,Male,71,1,68736.84,3,0,1,210923.29,0
7831,54503813,Lucciano,762,Spain,Male,89,5,109779.71,2,1,0,9253.63,1
7832,49459313,Williams,842,Germany,Female,44,4,106906.16,3,0,0,140034.89,0
7833,49580236,Mosman,491,Germany,Female,85,1,126131.57,4,0,1,126807.71,1
7834,51703095,McWilliams,490,France,Female,45,6,127371.88,4,0,1,176432.24,0
7835,39464137,Garcia,428,Spain,Male,28,5,228547.91,4,1,0,127740.68,1
7836,95779734,Sanderson,842,India,Male,83,4,18821.18,3,1,1,207690.86,0
7837,16396055,Hargrave,522,America,Female,43,2,187557.96,1,0,0,181091.03,0
7838,64757500,McDonald,710,Austrelia,Female,77,10,195679.36,4,1,1,788.73,0
7839,86654059,Williams,611,America,Female,80,4,84378.39,1,0,0,129449.56,0
7840,99224548,Bianchi,489,Spain,Male,30,5,125604.57,3,0,0,231850.25,1
7841,24139206,Anderson,811,Spain,Female,33,3,123128.61,3,0,0,238763.58,1
7842,63937761,Henderson,559,China,Male,20,1,179246.11,2,0,0,163927.89,0
7843,39147755,Williams,438,Spain,Female,44,10,156743.62,1,1,1,234881.46,0
7844,45643357,Brown,607,India,Female,28,10,21438,4,0,1,157050.1,1
7845,26529378,Jackson,529,Germany,Female,37,2,133248.65,2,1,1,204151.04,0
7846,68346069,Cameron,381,China,Male,52,9,189888.55,2,1,1,125506.06,1
7847,95838499,Rodriguez,570,China,Male,64,10,201723.34,2,1,1,82668.68,1
7848,58595057,Chin,790,Spain,Female,55,6,31312.75,2,0,0,58626.72,1
7849,26070358,Lopez,595,America,Male,70,4,141926.27,1,1,0,171776.22,1
7850,46693587,Moore,367,India,Female,55,0,234791.68,3,1,1,113859.26,1
7851,99144379,Chu,639,China,Male,30,7,160584.37,4,0,1,125805.89,1
7852,29572970,Bartlett,382,Germany,Female,53,10,154139.69,4,1,1,198837.12,1
7853,17282321,Williams,743,China,Male,54,1,42379.53,4,1,1,198776.95,1
7854,83955014,Gonzalez,692,America,Male,89,6,113258.12,3,0,0,57210.45,0
7855,62807819,Chu,568,Spain,Female,32,5,17939.97,2,1,1,220150.59,0
7856,58682362,Martinez,467,Austrelia,Male,36,5,137079.91,3,0,0,89586.51,0
7857,83680114,Wilson,801,Germany,Female,36,3,104442.27,4,0,1,124650.56,1
7858,43635371,Tyler,739,Austrelia,Male,42,2,201324.3,3,0,0,231978,0
7859,60105009,Lorenzo,406,Spain,Female,64,0,67815,4,1,1,14668.19,0
7860,95444328,Lopez,704,India,Male,68,6,32306.3,4,0,0,188130.96,0
7861,97881956,Henderson,745,Austrelia,Female,87,3,146191.37,4,1,1,101816.53,1
7862,38318474,Hsiao,689,Germany,Male,70,2,197677.39,1,1,1,175237.03,0
7863,18855679,Maggard,848,America,Female,64,3,201829.54,3,1,0,136973.43,0
7864,19218841,Chu,704,China,Female,25,2,201364.66,4,0,0,161439.03,0
7865,31219478,Muldrow,529,China,Female,66,0,68145.48,3,1,1,174199.18,1
7866,53010071,Hill,727,Spain,Male,31,7,133056.78,4,0,0,216863.23,1
7867,63138987,Jackson,825,USA,Male,55,1,189689.78,3,1,0,183017.51,1
7868,76436914,Hernandez,615,France,Female,43,0,246803.39,1,0,1,140098.19,1
7869,96114749,Maggard,492,Austrelia,Male,24,4,589.78,1,0,0,201107.47,0
7870,51763777,Andrews,560,Germany,Female,88,7,18831.45,2,0,0,139284.25,1
7871,33739628,Maggard,680,Spain,Male,27,10,61635.65,3,0,0,42988.16,0
7872,38569945,Lombardo,584,Austrelia,Male,20,1,53429.9,3,0,0,80392.88,1
7873,51858934,Gonzalez,813,Austrelia,Female,42,8,164891.44,3,1,0,102571.88,0
7874,99416917,Lombardo,718,China,Male,61,0,169045.24,3,0,1,9558.18,0
7875,63470593,Moore,488,India,Female,85,1,57303.97,3,0,0,128919.19,0
7876,65502359,Muldrow,480,China,Male,52,2,93446.05,3,0,1,128783.63,1
7877,18506766,He,502,Germany,Female,51,4,10499.63,2,0,0,112926.62,1
7878,85175960,Watson,684,Austrelia,Male,64,5,194975.09,2,1,1,134065.48,1
7879,40705649,Lucciano,325,India,Female,58,7,170297.98,2,1,0,133135.65,0
7880,34364638,Wilson,601,Germany,Male,53,10,92160.1,1,1,1,231370.99,1
7881,72675231,Andrews,729,China,Female,66,0,107599.27,1,1,1,150349.88,0
7882,57922372,Bartlett,795,America,Male,71,9,133745.66,2,1,0,32071.77,1
7883,24773701,Goforth,320,Germany,Female,19,6,137601.8,3,0,1,229854.68,1
7884,61912206,Goforth,839,China,Male,68,7,163773.25,4,0,0,108427.86,0
7885,90975786,Cameron,449,Germany,Male,60,5,9145.49,3,0,0,106368.3,0
7886,28364690,Jones,505,America,Male,20,3,228580.95,2,1,1,128116.32,0
7887,46888234,Young,471,India,Male,29,9,102824.5,2,1,0,154112.8,0
7888,33284183,Watson,776,Germany,Female,37,9,110883.92,1,1,0,170336.18,1
7889,24260015,McDonald,518,China,Female,43,5,209444.48,2,1,1,119450.06,1
7890,88626452,Miller,332,Germany,Male,25,9,118145.13,3,1,1,213711.37,1
7891,51354854,McDonald,440,France,Female,72,8,232146.16,3,0,0,102178.12,1
7892,27022576,Young,386,India,Female,69,4,94395.3,4,0,0,124164.17,0
7893,94793872,Hsiao,539,France,Female,81,9,147905.81,1,1,0,14880.56,1
7894,70660759,Williams,827,USA,Female,50,10,222194.97,2,0,1,104477.88,1
7895,90102837,Gerasimov,734,India,Male,38,4,39757.67,3,1,0,22679.85,1
7896,35558857,Hargrave,608,Austrelia,Female,84,8,20074.51,1,1,1,88601.31,0
7897,94063396,Hsiao,398,India,Female,47,7,95902.48,4,0,1,120584.77,1
7898,24707426,Mosman,530,France,Female,69,2,62899.95,2,0,0,102161.64,1
7899,67630387,Onio,772,France,Male,88,2,33580.86,2,1,1,227599.51,1
7900,16120180,Osborne,787,America,Male,52,5,36507.67,1,1,0,157838.59,1
7901,90626434,Hernandez,615,Spain,Female,34,3,78734.86,4,1,0,95981.21,0
7902,56606157,Young,843,China,Male,89,8,228633.91,2,1,1,155596.68,1
7903,82087603,Mitchell,488,India,Male,46,3,220715.57,4,1,0,213771.05,1
7904,41276178,Taylor,767,China,Male,64,4,166704.58,2,1,0,44126.27,1
7905,29473784,Davis,815,Austrelia,Male,33,3,36996.71,4,1,1,35964.2,1
7906,36761537,Clarke,652,India,Female,29,6,27873.66,4,0,1,180943.46,1
7907,28674427,Bearce,845,Germany,Female,56,10,116053.32,1,0,0,92099.81,1
7908,24321594,Maggard,324,Spain,Male,65,7,171905.67,4,1,1,191041.9,1
7909,59673784,Anderson,418,Spain,Male,26,2,23091.3,4,0,0,44192.36,0
7910,57219577,Moore,848,France,Female,69,3,78321.89,1,0,1,47437.35,1
7911,89366311,Clements,326,Germany,Male,89,7,79293.89,3,0,1,15247.78,1
7912,53792345,Hill,329,France,Female,50,3,167486.04,2,1,0,72040.67,0
7913,82592692,Jackson,614,France,Male,68,5,231556.66,4,1,0,243035.43,0
7914,71260027,Sanderson,803,USA,Male,69,2,234098.81,4,1,0,148225.95,0
7915,38583529,Kay,650,Austrelia,Male,41,10,41089.29,1,0,0,24919.67,0
7916,29624743,Mosman,367,Spain,Female,83,1,175443.87,4,0,1,104719.14,1
7917,95636759,Brown,626,China,Male,50,9,95807.71,4,0,1,125806.63,0
7918,96742253,Chu,433,USA,Female,34,3,27323.81,1,1,1,72031.07,0
7919,37134336,Lavine,662,Spain,Female,43,7,39634.18,3,0,0,229297.07,0
7920,41311058,Miller,400,France,Female,82,10,96256.79,3,0,1,207415.53,1
7921,66983024,Moore,496,Austrelia,Female,90,1,154522.42,4,1,0,243809.31,0
7922,29504028,Brown,322,India,Male,65,8,172093.49,3,0,0,136883,1
7923,84107973,McDonald,461,China,Female,80,3,117237.77,4,1,1,216518.24,0
7924,35417960,Hargrave,712,Austrelia,Female,56,4,204942.9,3,1,1,94807,1
7925,21797709,McDonald,650,Germany,Female,55,2,76089.23,4,0,1,248084.2,1
7926,79623004,Miller,614,Germany,Male,29,5,176252.15,2,1,1,24733.2,0
7927,35697530,Thomas,775,America,Female,36,8,8577.01,1,0,1,164462.22,1
7928,49383506,Hargrave,480,Spain,Male,27,0,191591.98,4,0,1,226130.55,1
7929,91337124,Cameron,511,Spain,Female,25,6,221530.6,4,1,0,86939.64,1
7930,87016809,Garcia,504,Germany,Male,72,6,123273.09,4,1,1,188067.92,0
7931,72807369,Andrews,528,USA,Female,83,9,235589.42,2,0,1,20641.24,1
7932,72109425,Nehi,414,Austrelia,Male,84,10,60891.09,3,1,0,44332.6,1
7933,40473844,Maggard,627,France,Female,20,4,134369.08,2,1,0,26103.22,1
7934,88413144,Sanderson,700,Austrelia,Male,70,5,143433.72,4,0,1,178474.36,1
7935,24583598,Bianchi,392,USA,Male,86,2,134167.52,1,0,0,24878.16,1
7936,24112498,Yen,491,France,Male,68,0,136634.12,4,1,0,169980.39,1
7937,80294653,Gonzalez,403,USA,Male,83,6,39015.62,1,0,1,90192.7,0
7938,16999661,Taylor,543,France,Female,47,3,119819.59,2,0,1,33103.28,0
7939,38341123,Smith,771,France,Male,50,2,132092.21,3,0,0,43872.06,1
7940,29444391,Hernandez,797,India,Male,34,0,195486.84,3,0,1,212081.57,0
7941,26364957,Hernandez,492,Spain,Male,32,5,194238.48,2,0,1,246123.07,1
7942,88929849,Lorenzo,803,France,Female,52,9,238376.48,4,1,1,238861.8,0
7943,49974548,Anderson,730,America,Male,46,2,75798,4,0,0,125916.6,0
7944,40808667,Odinakachukwu,351,Austrelia,Female,61,5,177548.15,1,0,0,204016.6,1
7945,41501132,Johnson,415,America,Male,43,2,187053.7,1,0,1,128948.28,0
7946,72989836,Yen,412,Austrelia,Male,81,5,145893.02,3,1,0,77952.4,0
7947,48397640,Clarke,681,Germany,Female,26,7,236204.82,1,1,0,243407.92,1
7948,84443696,Henderson,527,Austrelia,Female,24,7,158006.01,1,0,1,145750.2,1
7949,93800729,Taylor,316,France,Female,61,1,67538.23,3,0,1,189110.37,0
7950,58431853,Taylor,503,India,Female,45,7,150697.4,3,0,0,160527.94,1
7951,83322028,Hernandez,473,Austrelia,Male,22,2,36974.49,3,0,0,140136.11,0
7952,26678442,Davis,831,America,Male,45,3,191058.65,1,1,1,201287.53,0
7953,22500225,Bearce,629,Austrelia,Male,56,3,16468.21,2,0,1,86372.92,0
7954,37323273,Lucciano,669,China,Female,55,7,156053.44,3,1,1,169885.38,0
7955,68840966,Rodriguez,688,China,Female,88,9,210141.54,3,1,0,245015.99,0
7956,29515604,He,794,Austrelia,Male,69,4,226867.6,3,1,0,1706.09,1
7957,92748177,Anderson,414,Germany,Female,41,8,226981.16,4,0,0,144797.79,0
7958,67816450,Mosman,702,Spain,Female,66,10,195194.43,4,1,1,126887.9,0
7959,77370297,Chin,619,USA,Male,65,0,32250.8,1,1,1,187355.92,0
7960,73303640,Bearce,308,Germany,Female,37,6,12904.42,4,1,0,38414.33,0
7961,75713652,McDonald,348,India,Female,87,7,142265.64,2,1,1,109359.81,0
7962,63326321,Romeo,585,China,Male,89,6,116566.35,3,0,1,246653.97,1
7963,22969148,Williams,513,Austrelia,Female,40,5,31101.4,1,0,0,159906.44,0
7964,97997842,Mitchell,575,USA,Male,36,5,164448.14,3,0,0,189505.08,1
7965,18418375,Hsiao,591,Germany,Male,69,7,4273.18,2,1,1,99154.52,0
7966,42969756,Martin,610,Spain,Female,63,7,174639.66,4,1,0,174722.13,1
7967,99635683,Dellucci,774,Spain,Female,29,9,97102.56,1,0,0,235494.85,1
7968,55855034,Young,346,USA,Female,59,9,94212.08,4,1,1,173622.14,1
7969,59015197,Smith,591,Austrelia,Male,84,10,41786.2,3,0,1,48966.85,1
7970,94012783,Maclean,625,Austrelia,Female,69,10,164449.17,2,0,0,129811.5,0
7971,45432334,Hsiao,600,India,Male,48,8,33517.61,2,1,0,137468.34,1
7972,41519920,Osborne,698,China,Female,88,1,109945.45,2,1,1,197550.79,1
7973,66155874,Bartlett,649,Austrelia,Male,36,5,24423.35,3,1,0,231930.15,1
7974,73767481,Scott,411,Germany,Male,63,10,238895.51,3,0,1,114991.3,0
7975,93694230,Lopez,423,India,Female,18,3,106268.96,3,0,0,170349.71,0
7976,99187065,Mosman,439,Spain,Male,25,9,144505.9,3,0,0,70162.96,1
7977,17674773,Yen,483,America,Female,18,5,29908.58,4,0,0,36271.01,0
7978,92519460,Bartlett,395,USA,Female,75,4,130224.33,3,0,0,112136.29,0
7979,86533295,Miller,702,America,Male,31,5,86953.82,4,0,0,42622.24,1
7980,63389260,Watson,679,China,Male,42,2,69553.91,2,1,1,238382.31,1
7981,71639503,Williams,451,Spain,Male,82,3,193540.45,2,1,1,13053.73,0
7982,77745416,Lopez,397,Spain,Female,70,2,43959.24,1,0,0,191701.22,0
7983,30714744,Scott,305,Germany,Male,29,4,147251.01,1,0,0,18229.71,0
7984,80408358,Miller,399,Germany,Female,58,6,48520.15,2,1,1,1105.1,0
7985,66063808,Gonzalez,408,America,Female,35,8,47664.39,1,0,1,64354.61,0
7986,16812815,Andrews,590,USA,Female,24,2,80318.73,4,0,1,175846.19,1
7987,97271782,Garcia,315,Austrelia,Male,67,1,240711.33,4,0,0,83238.75,1
7988,86409530,Goforth,483,Spain,Female,28,3,158013.64,1,0,0,151193.61,0
7989,39912900,Wilson,762,Germany,Male,72,9,184186.06,1,1,0,179868.09,0
7990,95828689,Martinez,833,Austrelia,Female,64,1,122990.09,4,1,0,68398.1,1
7991,78219677,Hsiao,419,Spain,Male,89,10,192572.48,2,1,1,140939.79,0
7992,50697830,Cameron,672,China,Male,74,8,83761,1,0,1,154265.73,1
7993,83037313,Martin,770,Austrelia,Male,59,0,29534.42,4,1,0,187288.44,0
7994,82638588,Bianchi,811,USA,Male,89,5,8405.46,3,0,1,136069.5,0
7995,70794488,Hernandez,675,Austrelia,Male,63,5,21043.92,1,0,0,11989.51,0
7996,46584355,Yen,519,USA,Male,59,1,149868.86,4,0,0,87595.24,1
7997,23763496,Gonzalez,658,China,Male,86,0,162388.11,2,1,1,237574.12,0
7998,68498243,Watson,844,USA,Male,51,2,173219.52,1,0,0,230845.73,1
7999,97006767,Azikiwe,309,Spain,Male,68,2,210765.68,1,1,0,191071.26,1
8000,76314242,Cameron,564,Spain,Male,53,7,201386.02,1,1,0,238938.32,0
8001,47631450,Rodriguez,741,Germany,Male,51,0,239237.51,1,1,1,191866.47,0
8002,41851714,Kay,682,Spain,Female,44,7,7403.57,2,1,1,80656.79,1
8003,77399083,Hill,300,America,Female,57,6,193467.19,2,1,1,84490.51,1
8004,33893008,Cameron,348,France,Male,79,7,136326.75,3,1,1,10476.54,0
8005,92165495,Andrews,552,Germany,Male,68,4,203183.3,3,0,1,93360.68,1
8006,73549105,Lucciano,430,Spain,Female,36,8,180646.63,4,1,0,126558.01,0
8007,36292029,Mitchell,304,America,Male,20,5,15626.4,2,1,0,249312.37,1
8008,42105229,Cameron,382,USA,Male,31,2,56173.37,1,0,0,107595.87,1
8009,58358779,Mosman,597,China,Male,84,9,64554.85,4,1,0,89204.35,0
8010,26997064,Williams,330,France,Female,26,7,45333.61,3,1,1,150928.56,0
8011,36509376,Smith,384,India,Male,28,8,95255.97,1,1,0,181872.53,1
8012,73689951,Dellucci,716,Germany,Female,74,4,173007.84,1,0,0,126959.87,0
8013,21369572,Jackson,657,France,Male,82,1,215204.52,2,1,0,199545.63,0
8014,65233133,Maclean,845,India,Female,87,5,209045.95,2,0,0,194147.26,1
8015,50975717,Bearce,539,America,Male,32,7,188944.6,1,1,0,149239.64,0
8016,65562252,Lopez,482,America,Female,85,2,209094.85,4,1,0,174366.22,0
8017,88315366,Cameron,833,China,Male,88,2,110963.56,3,0,0,102063.68,0
8018,49584302,Lombardo,513,Austrelia,Female,90,4,54285.51,1,0,0,135037.26,1
8019,88658963,McDonald,364,America,Male,18,6,243462.75,1,0,1,23536.31,1
8020,69653474,Gonzalez,517,Spain,Male,24,10,103443.26,4,0,1,221504.77,0
8021,22776545,Anderson,412,Austrelia,Female,78,1,213599.78,1,1,1,226708.73,0
8022,30122249,Moore,526,Germany,Female,62,4,85026.28,3,1,1,233180.97,0
8023,74869892,Hsiao,650,Austrelia,Male,80,0,46975.86,1,1,1,205899.69,1
8024,63551041,Mosman,368,Austrelia,Male,22,7,30376.34,3,0,1,28970.17,0
8025,96121763,Dellucci,417,Germany,Female,55,10,135035.47,3,0,0,44524.46,0
8026,45295479,Gerasimov,632,Germany,Female,20,0,126565.04,4,1,1,202629.51,1
8027,29365296,Tyler,615,Spain,Female,49,6,98388.95,3,1,0,90910.78,1
8028,98857641,Bianchi,334,India,Female,51,10,165480.33,3,0,1,135607.2,0
8029,31385030,Smith,597,Spain,Male,68,8,55536.44,1,1,1,219986.65,1
8030,17923195,Nehi,303,Spain,Male,61,0,213829.99,1,1,1,203509.21,1
8031,68172239,Smith,400,Spain,Female,68,8,10656.08,1,1,0,220813.19,1
8032,85359145,Martinez,534,India,Male,70,5,157138.61,2,1,0,230054.5,1
8033,29393027,Hargrave,547,China,Male,51,3,160925.18,1,1,0,157018.48,1
8034,78315103,Hao,700,China,Male,68,10,182189.36,2,1,0,118096.44,1
8035,99067760,Bearce,385,America,Male,28,5,12246.24,4,1,1,74529.3,0
8036,56557069,Hill,377,Germany,Female,71,6,135274.68,4,1,1,241815.1,1
8037,71264765,Miller,605,India,Male,84,3,119592.61,1,0,0,46806.35,1
8038,77977084,Bartlett,658,Spain,Male,87,7,12134.37,1,1,0,72738.17,1
8039,18668963,Maclean,339,China,Female,60,8,205748.77,2,1,1,131453.21,1
8040,75169032,Azikiwe,589,Spain,Male,28,1,212869.84,4,1,0,39251.33,1
8041,30366906,Johnson,827,Spain,Female,75,7,206088.2,3,0,1,247128.51,0
8042,66629102,Wilson,300,Germany,Female,18,7,233408.57,1,1,1,118942.07,0
8043,99580490,Romeo,756,USA,Male,62,9,229008.7,3,0,0,217423.87,1
8044,88515462,Clarke,741,Spain,Female,60,1,131550.5,1,1,1,215786.14,1
8045,57969083,Henderson,662,China,Male,71,8,242102.99,4,1,0,136419.28,0
8046,79560029,Lavine,721,America,Male,81,2,126230.8,4,1,1,107667.69,1
8047,89349376,Moore,604,Germany,Male,60,6,76236.48,2,0,1,102679.33,1
8048,57508353,Hernandez,483,America,Male,31,3,217514.94,4,0,0,78276.17,0
8049,97006339,Brown,604,America,Female,44,10,90420.82,3,0,1,198403.7,0
8050,43829792,Chu,642,Austrelia,Female,47,4,233526.81,1,1,0,220261.79,1
8051,71300332,Chu,596,Germany,Male,37,0,114000.03,3,1,1,153974.71,1
8052,54485335,Scott,787,America,Male,82,8,141488.89,1,0,0,91153.66,0
8053,40768140,Martin,664,Germany,Female,32,2,98476.82,2,0,1,176972.81,1
8054,76618927,Obinna,625,Spain,Male,22,10,217043.99,3,1,0,189718.09,0
8055,25829462,Young,366,India,Male,74,8,22358.63,4,1,1,31082.62,1
8056,94569566,He,423,India,Male,29,0,40583.69,4,1,1,179727.85,1
8057,35454250,McDonald,824,China,Male,44,0,183669.71,3,0,1,237278.37,1
8058,70817014,Lucciano,659,China,Male,20,10,73333.41,4,0,0,154190.6,0
8059,88559669,Chin,356,America,Male,81,3,196409.71,2,1,0,184779.74,0
8060,77829809,Garcia,783,China,Female,77,8,164416.55,2,1,1,8427.95,1
8061,65378131,Romeo,356,France,Male,53,7,58478.74,2,0,1,243209.54,1
8062,24967907,Onio,813,USA,Male,25,5,168412.65,4,0,1,233823.92,1
8063,80626770,Boni,819,America,Female,66,1,23268.37,1,1,0,91101.5,1
8064,70120788,Bartlett,674,USA,Male,80,0,220427.8,2,1,0,205653.56,0
